data,oraminimo(UTC),minimo(m),classeminimo,media(m),classemedia,oramassimo(UTC),massimo(m),classe_massimo
30/08/2021,11:40,0.04,0,0.09,0,00:15,0.13,0
31/08/2021,12:55,0.03,0,0.08,0,09:40,0.16,0
01/09/2021,09:05,0.02,0,0.07,0,19:50,0.11,0
02/09/2021,12:30,0.03,0,0.08,0,00:35,0.11,0
03/09/2021,13:35,0.02,0,0.08,0,15:30,0.24,0
04/09/2021,09:00,0.02,0,0.07,0,21:25,0.12,0
05/09/2021,09:05,0.02,0,0.07,0,21:40,0.12,0
06/09/2021,11:45,0.02,0,0.09,0,00:50,0.27,0
07/09/2021,08:50,0.02,0,0.07,0,20:55,0.11,0
08/09/2021,03:35,0.06,0,0.09,0,18:35,0.12,0
09/09/2021,12:40,0.04,0,0.09,0,18:50,0.16,0
10/09/2021,15:10,0.08,0,0.11,0,00:05,0.14,0
11/09/2021,12:30,0.02,0,0.10,0,20:05,0.15,0
12/09/2021,09:40,0.03,0,0.08,0,00:45,0.13,0
13/09/2021,09:35,0.02,0,0.08,0,19:00,0.13,0
14/09/2021,10:55,0.03,0,0.08,0,19:45,0.11,0
15/09/2021,04:00,0.05,0,0.15,0,18:20,0.28,0
16/09/2021,10:30,0.05,0,0.17,0,19:30,0.42,0
17/09/2021,10:10,0.06,0,0.12,0,00:10,0.22,0
18/09/2021,10:30,0.03,0,0.08,0,22:10,0.17,0
19/09/2021,04:50,0.04,0,0.30,0,10:20,0.57,0
20/09/2021,20:25,0.10,0,0.16,0,00:05,0.25,0
21/09/2021,08:35,0.05,0,0.08,0,00:20,0.13,0
22/09/2021,09:00,0.00,0,0.06,0,19:25,0.10,0
23/09/2021,11:35,0.03,0,0.07,0,16:50,0.10,0
24/09/2021,10:05,-0.02,0,0.05,0,19:45,0.12,0
25/09/2021,13:30,0.02,0,0.07,0,18:20,0.14,0
26/09/2021,10:35,0.04,0,0.08,0,18:05,0.11,0
27/09/2021,13:05,-0.02,0,0.04,0,18:45,0.08,0
28/09/2021,09:00,-0.03,0,0.02,0,00:05,0.05,0
29/09/2021,09:00,-0.03,0,0.00,0,00:15,0.03,0
30/09/2021,08:50,-0.06,0,-0.01,0,20:00,0.04,0
01/10/2021,15:45,-0.04,0,-0.01,0,00:30,0.01,0
02/10/2021,04:35,-0.04,0,-0.01,0,17:35,0.04,0
03/10/2021,13:20,-0.03,0,0.01,0,23:50,0.07,0
04/10/2021,00:05,0.06,0,0.26,0,23:00,1.05,0
05/10/2021,23:20,0.56,0,0.94,0,01:50,1.34,0
06/10/2021,22:35,0.28,0,0.39,0,00:10,0.56,0
07/10/2021,10:05,0.17,0,0.23,0,00:40,0.30,0
08/10/2021,13:10,0.10,0,0.18,0,00:30,0.21,0
09/10/2021,15:40,0.12,0,0.15,0,00:15,0.19,0
10/10/2021,09:20,0.06,0,0.11,0,00:30,0.15,0
11/10/2021,09:20,0.03,0,0.08,0,00:15,0.11,0
12/10/2021,09:15,0.02,0,0.07,0,00:35,0.09,0
13/10/2021,09:45,0.00,0,0.04,0,00:05,0.07,0
14/10/2021,09:25,-0.02,0,0.03,0,01:05,0.06,0
15/10/2021,12:55,-0.03,0,0.02,0,17:55,0.04,0
16/10/2021,09:20,-0.03,0,0.01,0,08:00,0.04,0
17/10/2021,09:45,-0.05,0,0.00,0,08:00,0.03,0
18/10/2021,10:30,-0.06,0,-0.01,0,01:05,0.02,0
19/10/2021,11:00,-0.03,0,-0.01,0,00:10,0.01,0
20/10/2021,09:15,-0.06,0,-0.02,0,04:05,0.00,0
21/10/2021,10:40,-0.04,0,-0.01,0,05:35,0.01,0
22/10/2021,09:45,-0.09,0,-0.04,0,00:25,-0.01,0
23/10/2021,09:40,-0.09,0,-0.04,0,01:15,-0.01,0
24/10/2021,12:35,-0.10,0,-0.05,0,02:45,-0.02,0
25/10/2021,10:20,-0.10,0,-0.05,0,00:05,-0.03,0
26/10/2021,12:45,-0.13,0,-0.07,0,18:45,-0.04,0
27/10/2021,11:40,-0.12,0,-0.06,0,08:05,-0.03,0
28/10/2021,10:05,-0.14,0,-0.07,0,08:05,-0.03,0
29/10/2021,11:25,-0.10,0,-0.06,0,08:30,-0.04,0
30/10/2021,05:10,-0.09,0,-0.06,0,17:10,-0.04,0
31/10/2021,00:25,-0.07,0,-0.05,0,19:55,-0.03,0
01/11/2021,00:05,-0.05,0,0.01,0,13:25,0.10,0
02/11/2021,10:55,-0.09,0,-0.03,0,00:05,0.01,0
03/11/2021,02:40,-0.05,0,0.02,0,18:10,0.12,0
04/11/2021,12:05,-0.06,0,0.01,0,00:15,0.07,0
05/11/2021,11:15,-0.14,0,-0.05,0,00:50,-0.01,0
06/11/2021,10:40,-0.15,0,-0.07,0,01:00,-0.03,0
07/11/2021,12:00,-0.17,0,-0.07,0,08:20,-0.02,0
08/11/2021,09:50,-0.11,0,-0.06,0,03:50,-0.04,0
09/11/2021,11:30,-0.10,0,-0.07,0,16:30,-0.04,0
10/11/2021,00:05,-0.07,0,0.00,0,17:00,0.04,0
11/11/2021,00:20,0.01,0,0.09,0,08:10,0.14,0
12/11/2021,11:55,0.01,0,0.06,0,00:05,0.10,0
13/11/2021,06:40,0.01,0,0.03,0,19:30,0.07,0
14/11/2021,11:00,0.00,0,0.05,0,23:55,0.16,0
15/11/2021,00:10,0.15,0,0.31,0,17:15,0.48,0
16/11/2021,23:59,0.19,0,0.28,0,00:15,0.40,0
17/11/2021,21:35,0.15,0,0.18,0,00:15,0.22,0
18/11/2021,11:55,0.02,0,0.13,0,00:25,0.18,0
19/11/2021,12:00,0.04,0,0.10,0,00:05,0.13,0
20/11/2021,11:45,0.02,0,0.09,0,00:20,0.12,0
21/11/2021,09:55,0.03,0,0.08,0,00:30,0.11,0
22/11/2021,12:25,0.04,0,0.07,0,00:20,0.09,0
23/11/2021,19:10,0.04,0,0.07,0,07:05,0.09,0
24/11/2021,11:50,-0.03,0,0.03,0,00:05,0.06,0
25/11/2021,09:45,0.01,0,0.04,0,13:25,0.05,0
26/11/2021,10:10,-0.03,0,0.03,0,01:00,0.05,0
27/11/2021,10:40,-0.05,0,0.01,0,00:05,0.03,0
28/11/2021,10:50,-0.10,0,-0.01,0,16:15,0.00,0
29/11/2021,11:30,-0.12,*,-0.04,*,14:20,-0.02,*
30/11/2021,11:50,-0.14,0,-0.05,0,18:10,-0.01,0
01/12/2021,10:45,-0.10,0,-0.04,0,00:30,-0.01,0
02/12/2021,11:55,-0.11,0,-0.05,0,00:15,-0.02,0
03/12/2021,11:50,-0.17,0,-0.07,0,08:55,-0.03,0
04/12/2021,10:40,-0.13,0,-0.07,0,00:55,-0.05,0
05/12/2021,11:45,-0.15,0,-0.08,0,01:30,-0.05,0
06/12/2021,11:45,-0.16,0,-0.09,0,02:15,-0.06,0
07/12/2021,11:30,-0.16,0,-0.08,0,09:00,-0.05,0
08/12/2021,04:05,-0.10,0,-0.07,0,01:45,-0.06,0
09/12/2021,11:55,-0.12,0,-0.09,0,09:15,-0.06,0
10/12/2021,02:45,-0.11,0,-0.09,0,09:15,-0.07,0
11/12/2021,12:00,-0.16,0,-0.10,0,19:30,-0.07,0
12/12/2021,12:00,-0.16,0,-0.10,0,21:20,-0.06,0
13/12/2021,12:00,-0.15,0,-0.08,0,18:15,-0.05,0
14/12/2021,11:30,-0.15,0,-0.08,0,01:30,-0.05,0
15/12/2021,10:50,-0.15,0,-0.09,0,04:05,-0.06,0
16/12/2021,12:00,-0.18,0,-0.09,0,00:50,-0.07,0
17/12/2021,11:55,-0.15,0,-0.09,0,08:45,-0.05,0
18/12/2021,11:55,-0.19,0,-0.10,0,02:00,-0.07,0
19/12/2021,11:40,-0.17,0,-0.10,0,07:35,-0.07,0
20/12/2021,11:35,-0.16,0,-0.11,0,04:35,-0.06,0
21/12/2021,03:25,-0.12,0,-0.10,0,00:40,-0.09,0
22/12/2021,11:55,-0.21,0,-0.13,0,00:25,-0.10,0
23/12/2021,10:45,-0.18,0,-0.13,0,17:00,-0.10,0
24/12/2021,12:30,-0.15,0,-0.12,0,19:25,-0.09,0
25/12/2021,20:15,-0.14,0,-0.11,0,01:45,-0.10,0
26/12/2021,11:40,-0.16,0,-0.12,0,00:20,-0.10,0
27/12/2021,11:40,-0.14,0,-0.12,0,02:15,-0.10,0
28/12/2021,12:05,-0.18,0,-0.12,0,23:20,-0.07,0
29/12/2021,10:20,-0.16,0,-0.11,0,23:00,-0.06,0
30/12/2021,10:30,-0.16,0,-0.10,0,04:25,-0.03,0
31/12/2021,12:10,-0.20,0,-0.13,0,08:50,-0.06,0
01/01/2022,12:10,-0.20,0,-0.14,0,03:50,-0.10,0
02/01/2022,04:15,-0.16,0,-0.14,0,08:20,-0.11,0
03/01/2022,10:45,-0.18,0,-0.14,0,03:25,-0.11,0
04/01/2022,05:00,-0.16,0,-0.14,0,00:05,-0.13,0
05/01/2022,12:15,-0.24,0,-0.16,0,00:25,-0.13,0
06/01/2022,11:55,-0.29,0,-0.18,0,07:35,-0.15,0
07/01/2022,10:45,-0.25,0,-0.19,0,01:00,-0.16,0
08/01/2022,10:20,-0.24,0,-0.19,0,09:05,-0.16,0
09/01/2022,11:00,-0.24,0,-0.19,0,01:55,-0.16,0
10/01/2022,12:10,-0.27,0,-0.19,0,06:25,-0.15,0
11/01/2022,12:10,-0.26,0,-0.20,0,01:05,-0.17,0
12/01/2022,12:25,-0.29,0,-0.20,0,01:05,-0.17,0
13/01/2022,11:10,-0.28,0,-0.20,0,07:55,-0.17,0
14/01/2022,12:05,-0.24,0,-0.19,0,09:00,-0.16,0
15/01/2022,12:25,-0.27,0,-0.19,0,00:35,-0.16,0
16/01/2022,12:20,-0.28,0,-0.19,0,08:55,-0.15,0
17/01/2022,12:15,-0.29,0,-0.20,0,08:45,-0.16,0
18/01/2022,12:20,-0.28,0,-0.20,0,00:35,-0.17,0
19/01/2022,11:15,-0.26,0,-0.20,0,08:45,-0.17,0
20/01/2022,12:25,-0.30,0,-0.20,0,08:00,-0.17,0
21/01/2022,11:20,-0.30,0,-0.21,0,00:15,-0.18,0
22/01/2022,12:15,-0.27,0,-0.21,0,21:15,-0.17,0
23/01/2022,12:20,-0.27,0,-0.21,0,03:40,-0.18,0
24/01/2022,10:25,-0.27,0,-0.21,0,09:10,-0.18,0
25/01/2022,12:20,-0.28,0,-0.22,0,09:05,-0.19,0
26/01/2022,12:25,-0.30,0,-0.22,0,00:25,-0.19,0
27/01/2022,12:25,-0.28,0,-0.22,0,08:05,-0.18,0
28/01/2022,12:20,-0.32,0,-0.22,0,03:20,-0.17,0
29/01/2022,12:30,-0.30,0,-0.22,0,03:35,-0.19,0
30/01/2022,12:35,-0.31,0,-0.22,0,08:50,-0.15,0
31/01/2022,12:35,-0.28,0,-0.22,0,08:20,-0.18,0
01/02/2022,12:45,-0.31,0,-0.22,0,06:00,-0.19,0
02/02/2022,09:35,-0.24,0,-0.21,0,08:30,-0.17,0
03/02/2022,10:30,-0.26,0,-0.21,0,03:50,-0.18,0
04/02/2022,12:50,-0.28,0,-0.22,0,07:30,-0.19,0
05/02/2022,10:30,-0.30,0,-0.22,0,07:45,-0.19,0
06/02/2022,10:30,-0.28,0,-0.22,0,00:45,-0.20,0
07/02/2022,12:45,-0.28,0,-0.22,0,03:15,-0.18,0
08/02/2022,13:05,-0.31,0,-0.23,0,09:00,-0.19,0
09/02/2022,13:10,-0.30,0,-0.23,0,08:35,-0.19,0
10/02/2022,10:40,-0.28,0,-0.22,0,08:45,-0.19,0
11/02/2022,11:30,-0.27,0,-0.22,0,09:10,-0.19,0
12/02/2022,01:50,-0.24,0,-0.22,0,00:50,-0.21,0
13/02/2022,10:10,-0.29,0,-0.24,0,08:45,-0.21,0
14/02/2022,00:10,-0.24,0,-0.22,0,01:00,-0.21,0
15/02/2022,13:20,-0.30,0,-0.22,0,06:30,-0.20,0
16/02/2022,09:55,-0.27,0,-0.23,0,02:20,-0.21,0
17/02/2022,09:45,-0.26,0,-0.22,0,19:45,-0.17,0
18/02/2022,09:20,-0.25,0,-0.22,0,08:15,-0.19,0
19/02/2022,09:45,-0.25,0,-0.22,0,06:20,-0.20,0
20/02/2022,10:25,-0.30,0,-0.23,0,02:50,-0.20,0
21/02/2022,11:15,-0.29,0,-0.23,0,08:35,-0.19,0
22/02/2022,10:25,-0.29,0,-0.23,0,08:20,-0.20,0
23/02/2022,10:20,-0.31,0,-0.24,0,08:30,-0.20,0
24/02/2022,17:05,-0.25,0,-0.23,0,07:15,-0.21,0
25/02/2022,10:25,-0.27,0,-0.24,0,05:50,-0.21,0
26/02/2022,09:40,-0.29,0,-0.25,0,02:20,-0.22,0
27/02/2022,10:00,-0.32,0,-0.25,0,19:30,-0.22,0
28/02/2022,09:55,-0.30,0,-0.25,0,19:15,-0.22,0
01/03/2022,13:45,-0.26,0,-0.24,0,01:15,-0.22,0
02/03/2022,10:15,-0.30,0,-0.25,0,08:25,-0.22,0
03/03/2022,10:25,-0.28,0,-0.24,0,08:45,-0.21,0
04/03/2022,09:35,-0.28,0,-0.24,0,06:10,-0.22,0
05/03/2022,11:15,-0.26,0,-0.24,0,04:10,-0.22,0
06/03/2022,11:20,-0.28,0,-0.25,0,04:15,-0.22,0
07/03/2022,09:20,-0.30,0,-0.25,0,08:45,-0.23,0
08/03/2022,00:20,-0.26,0,-0.25,0,01:10,-0.23,0
09/03/2022,11:35,-0.31,0,-0.26,0,19:30,-0.22,0
10/03/2022,09:50,-0.29,0,-0.25,0,01:30,-0.23,0
11/03/2022,00:15,-0.26,0,-0.24,0,00:30,-0.23,0
12/03/2022,05:35,-0.26,0,-0.24,0,00:30,-0.23,0
13/03/2022,01:00,-0.26,0,-0.24,0,01:55,-0.23,0
14/03/2022,10:50,-0.30,0,-0.24,0,23:10,-0.22,0
15/03/2022,02:30,-0.24,0,-0.22,0,00:05,-0.22,0
16/03/2022,09:40,-0.26,0,-0.23,0,21:45,-0.20,0
17/03/2022,11:20,-0.23,0,-0.21,0,00:45,-0.20,0
18/03/2022,10:10,-0.24,0,-0.22,0,04:10,-0.20,0
19/03/2022,09:35,-0.27,0,-0.23,0,00:15,-0.21,0
20/03/2022,09:50,-0.28,0,-0.24,0,00:25,-0.22,0
21/03/2022,11:30,-0.28,0,-0.24,0,07:40,-0.22,0
22/03/2022,09:15,-0.27,0,-0.24,0,07:50,-0.21,0
23/03/2022,09:40,-0.30,0,-0.24,0,08:00,-0.21,0
24/03/2022,09:20,-0.29,0,-0.24,0,08:25,-0.20,0
25/03/2022,09:00,-0.26,0,-0.24,0,07:00,-0.21,0
26/03/2022,09:30,-0.27,0,-0.23,0,08:20,-0.20,0
27/03/2022,12:30,-0.26,0,-0.22,0,08:30,-0.19,0
28/03/2022,09:50,-0.26,0,-0.22,0,08:20,-0.19,0
29/03/2022,00:10,-0.23,0,-0.21,0,06:35,-0.19,0
30/03/2022,00:05,-0.21,0,-0.19,0,04:00,-0.18,0
31/03/2022,09:05,-0.23,0,-0.19,0,21:55,-0.16,0
01/04/2022,13:15,-0.20,0,-0.18,0,17:25,-0.15,0
02/04/2022,10:00,-0.24,0,-0.18,0,00:30,-0.16,0
03/04/2022,09:45,-0.23,0,-0.20,0,00:25,-0.18,0
04/04/2022,12:10,-0.22,0,-0.20,0,00:05,-0.19,0
05/04/2022,09:40,-0.25,0,-0.20,0,21:25,-0.15,0
06/04/2022,09:10,-0.20,0,-0.17,0,07:35,-0.14,0
07/04/2022,09:00,-0.19,0,-0.16,0,02:15,-0.14,0
08/04/2022,08:50,-0.19,0,-0.16,0,22:00,-0.12,0
09/04/2022,11:15,-0.21,0,-0.16,0,07:35,-0.09,0
10/04/2022,08:55,-0.22,0,-0.18,0,08:00,-0.15,0
11/04/2022,08:40,-0.21,0,-0.18,0,07:40,-0.15,0
12/04/2022,08:55,-0.21,0,-0.17,0,08:00,-0.13,0
13/04/2022,08:45,-0.18,0,-0.15,0,22:55,-0.09,0
14/04/2022,08:55,-0.14,0,-0.10,0,22:15,-0.04,0
15/04/2022,09:45,-0.11,0,-0.06,0,22:35,0.03,0
16/04/2022,09:10,-0.04,0,0.00,0,22:30,0.07,0
17/04/2022,09:20,-0.04,0,0.01,0,00:15,0.06,0
18/04/2022,09:05,-0.06,0,0.00,0,21:15,0.06,0
19/04/2022,08:40,-0.02,0,0.01,0,21:15,0.06,0
20/04/2022,13:40,-0.02,0,0.01,0,00:10,0.04,0
21/04/2022,16:45,-0.05,0,-0.03,0,00:05,0.00,0
22/04/2022,09:05,-0.07,0,-0.05,0,01:20,-0.02,0
23/04/2022,00:20,-0.05,0,0.08,0,21:20,0.32,0
24/04/2022,22:30,0.08,0,0.14,0,00:05,0.24,0
25/04/2022,10:20,0.01,0,0.08,0,21:05,0.14,0
26/04/2022,09:30,0.06,0,0.11,0,19:45,0.15,0
27/04/2022,09:50,0.04,0,0.12,0,21:55,0.18,0
28/04/2022,11:35,0.08,0,0.16,0,20:05,0.24,0
29/04/2022,13:30,0.12,0,0.20,0,21:30,0.26,0
30/04/2022,22:15,0.15,0,0.20,0,00:45,0.25,0
01/05/2022,12:05,0.08,0,0.13,0,00:10,0.18,0
02/05/2022,12:15,0.07,0,0.13,0,23:15,0.17,0
03/05/2022,06:35,0.13,0,0.16,0,15:40,0.18,0
04/05/2022,09:10,0.13,0,0.18,0,23:55,0.25,0
05/05/2022,00:10,0.23,0,0.33,0,10:40,0.42,0
06/05/2022,23:50,0.34,0,0.38,0,01:50,0.41,0
07/05/2022,12:05,0.26,0,0.33,0,21:20,0.38,0
08/05/2022,06:30,0.31,0,0.36,0,19:55,0.40,0
09/05/2022,14:30,0.25,0,0.34,0,00:05,0.39,0
10/05/2022,08:45,0.27,0,0.33,0,20:45,0.39,0
11/05/2022,08:30,0.29,0,0.36,0,23:10,0.45,0
12/05/2022,08:35,0.33,0,0.41,0,21:00,0.49,0
13/05/2022,11:00,0.35,0,0.44,0,21:05,0.50,0
14/05/2022,10:30,0.38,0,0.44,0,20:25,0.50,0
15/05/2022,12:35,0.37,0,0.48,0,18:55,0.67,0
16/05/2022,09:25,0.41,0,0.47,0,00:10,0.59,0
17/05/2022,13:15,0.31,0,0.41,0,19:50,0.47,0
18/05/2022,17:15,0.30,0,0.39,0,22:10,0.59,0
19/05/2022,00:10,0.46,0,0.53,0,19:10,0.60,0
20/05/2022,08:55,0.40,0,0.49,0,23:25,0.57,0
21/05/2022,08:50,0.40,0,0.48,0,00:40,0.58,0
22/05/2022,12:00,0.35,0,0.42,0,00:25,0.52,0
23/05/2022,09:45,0.35,0,0.41,0,23:59,0.48,0
24/05/2022,12:30,0.35,0,0.39,0,00:40,0.47,0
25/05/2022,23:50,0.25,0,0.32,0,12:45,0.31,0
26/05/2022,12:50,0.19,0,0.26,0,23:20,0.36,0
27/05/2022,08:40,0.23,0,0.29,0,19:05,0.36,0
28/05/2022,09:00,0.22,0,0.26,0,00:35,0.32,0
29/05/2022,18:10,0.22,0,0.28,0,05:45,0.33,0
30/05/2022,17:45,0.13,0,0.18,0,00:25,0.25,0
31/05/2022,13:55,0.10,0,0.15,0,23:20,0.22,0
01/06/2022,09:50,0.11,0,0.17,0,18:55,0.26,0
02/06/2022,10:00,0.14,0,0.21,0,19:00,0.27,0
03/06/2022,07:45,0.15,0,0.29,0,19:35,0.45,0
04/06/2022,10:15,0.27,0,0.33,0,00:05,0.41,0
05/06/2022,12:25,0.24,0,0.30,0,15:40,0.35,0
06/06/2022,10:20,0.20,0,0.25,0,00:30,0.30,0
07/06/2022,10:15,0.18,0,0.22,0,00:10,0.25,0
08/06/2022,13:45,0.13,0,0.17,0,20:10,0.22,0
09/06/2022,10:35,0.09,0,0.14,0,01:00,0.19,0
10/06/2022,09:05,0.05,0,0.12,0,19:15,0.18,0
11/06/2022,08:50,0.07,0,0.14,0,19:25,0.23,0
12/06/2022,08:35,0.08,0,0.15,0,19:15,0.22,0
13/06/2022,09:35,0.10,0,0.15,0,00:05,0.20,0
14/06/2022,08:50,0.07,0,0.14,0,19:20,0.19,0
15/06/2022,08:30,0.09,0,0.14,0,00:15,0.17,0
16/06/2022,10:15,0.07,0,0.15,0,18:45,0.22,0
17/06/2022,08:50,0.07,0,0.15,0,17:05,0.23,0
18/06/2022,09:40,0.09,0,0.18,0,17:15,0.28,0
19/06/2022,09:45,0.10,0,0.15,0,01:20,0.21,0
20/06/2022,08:15,0.11,0,0.16,0,16:50,0.22,0
21/06/2022,09:20,0.07,0,0.17,0,19:20,0.41,0
22/06/2022,04:50,0.14,0,0.24,0,19:15,0.34,0
23/06/2022,10:55,0.12,0,0.18,0,17:40,0.25,0
24/06/2022,11:25,0.09,0,0.15,0,16:45,0.24,0
25/06/2022,09:30,0.06,0,0.10,0,00:55,0.15,0
26/06/2022,08:45,0.05,0,0.08,0,23:55,0.36,0
27/06/2022,11:05,0.12,0,0.19,0,00:05,0.38,0
28/06/2022,06:55,0.11,0,0.29,0,17:10,0.61,0
29/06/2022,11:15,0.23,0,0.29,0,00:05,0.40,0
30/06/2022,07:05,0.19,0,0.28,0,23:15,0.75,0
01/07/2022,23:55,0.35,0,0.49,0,00:05,0.73,0
02/07/2022,09:05,0.25,0,0.31,0,00:30,0.36,0
03/07/2022,09:25,0.19,0,0.28,0,17:25,0.34,0
04/07/2022,05:50,0.22,0,0.32,0,19:05,0.55,0
05/07/2022,10:10,0.23,0,0.32,0,01:05,0.45,0
06/07/2022,09:55,0.18,0,0.24,0,19:00,0.30,0
07/07/2022,08:00,0.16,0,0.21,0,17:20,0.26,0
08/07/2022,09:00,0.10,0,0.19,0,16:30,0.30,0
09/07/2022,10:15,0.10,0,0.18,0,15:10,0.26,0
10/07/2022,09:20,0.10,0,0.17,0,17:45,0.25,0
11/07/2022,09:10,0.09,0,0.16,0,18:55,0.22,0
12/07/2022,09:50,0.08,0,0.15,0,18:05,0.20,0
13/07/2022,10:55,0.08,0,0.17,0,16:20,0.29,0
14/07/2022,09:15,0.11,0,0.18,0,15:40,0.24,0
15/07/2022,09:15,0.06,0,0.18,0,17:00,0.30,0
16/07/2022,08:35,0.09,0,0.17,0,15:20,0.25,0
17/07/2022,09:35,0.09,0,0.17,0,16:45,0.25,0
18/07/2022,10:00,0.08,0,0.18,0,16:45,0.29,0
19/07/2022,09:05,0.09,0,0.18,0,16:35,0.30,0
20/07/2022,09:00,0.11,0,0.18,0,16:05,0.26,0
21/07/2022,08:40,0.09,0,0.16,0,16:20,0.23,0
22/07/2022,09:25,0.07,0,0.14,0,18:05,0.20,0
23/07/2022,03:10,0.07,0,0.15,0,04:05,0.23,0
24/07/2022,09:15,0.06,0,0.14,0,17:40,0.24,0
25/07/2022,09:15,0.08,0,0.18,0,20:05,0.32,0
26/07/2022,09:05,0.07,0,0.15,0,19:10,0.28,0
27/07/2022,09:40,0.06,0,0.13,0,16:55,0.18,0
28/07/2022,11:45,0.04,0,0.11,0,20:10,0.26,0
29/07/2022,09:35,0.06,0,0.13,0,17:45,0.27,0
30/07/2022,10:00,0.02,0,0.09,0,19:50,0.16,0
31/07/2022,09:00,-0.01,0,0.10,0,15:55,0.22,0
01/08/2022,10:15,0.02,0,0.11,0,15:00,0.19,0
02/08/2022,10:55,0.00,0,0.10,0,17:45,0.19,0
03/08/2022,09:10,0.03,0,0.12,0,16:10,0.22,0
04/08/2022,09:25,0.05,0,0.12,0,15:20,0.16,0
05/08/2022,08:20,0.05,0,0.14,0,15:45,0.34,0
06/08/2022,08:45,0.05,0,0.16,0,20:45,0.60,0
07/08/2022,09:40,0.10,0,0.18,0,00:10,0.36,0
08/08/2022,09:40,0.04,0,0.13,0,15:30,0.22,0
09/08/2022,09:25,0.02,0,0.12,0,15:20,0.21,0
10/08/2022,10:05,0.05,0,0.13,0,17:35,0.21,0
11/08/2022,09:10,0.05,0,0.13,0,18:20,0.21,0
12/08/2022,10:10,0.03,0,0.12,0,18:05,0.22,0
13/08/2022,09:15,0.00,0,0.10,0,16:35,0.22,0
14/08/2022,08:50,0.02,0,0.06,0,17:30,0.10,0
15/08/2022,10:35,-0.02,0,0.05,0,16:35,0.11,0
16/08/2022,09:35,-0.02,0,0.05,0,16:05,0.13,0
17/08/2022,09:40,0.01,0,0.08,0,19:25,0.23,0
18/08/2022,00:20,0.11,0,0.20,0,04:50,0.40,0
19/08/2022,14:20,0.04,0,0.09,0,00:05,0.14,0
20/08/2022,09:50,-0.01,0,0.08,0,15:15,0.16,0
21/08/2022,08:55,-0.01,0,0.08,0,15:35,0.18,0
22/08/2022,09:15,0.02,0,0.09,0,03:05,0.15,0
23/08/2022,09:20,-0.01,0,0.08,0,15:35,0.20,0
24/08/2022,09:45,0.00,0,0.08,0,15:45,0.18,0
25/08/2022,09:15,0.00,0,0.09,0,19:10,0.17,0
26/08/2022,09:05,0.04,0,0.18,0,15:15,0.41,0
27/08/2022,23:05,-0.86,0,-0.10,0,00:05,0.20,0
28/08/2022,04:45,-0.93,0,-0.53,0,19:25,0.13,0
29/08/2022,08:45,0.01,0,0.09,0,15:00,0.15,0
30/08/2022,08:55,0.02,0,0.09,0,16:20,0.22,0
31/08/2022,08:50,0.03,0,0.09,0,17:50,0.14,0
01/09/2022,08:40,0.03,0,0.08,0,20:20,0.15,0
02/09/2022,13:45,-0.35,0,0.07,0,20:10,0.23,0
03/09/2022,11:15,-0.48,0,0.07,0,22:25,0.31,0
05/09/2022,09:00,0.00,0,0.05,0,19:35,0.10,0
06/09/2022,09:20,-0.01,0,0.08,0,21:50,0.31,0
07/09/2022,11:40,0.01,0,0.07,0,00:05,0.20,0
08/09/2022,21:45,-0.14,0,0.07,0,06:05,0.21,0
09/09/2022,10:05,-0.03,0,0.04,0,18:20,0.10,0
10/09/2022,09:00,-0.04,0,0.02,0,17:50,0.08,0
11/09/2022,09:00,-0.06,0,0.03,0,15:50,0.13,0
12/09/2022,09:20,-0.05,0,0.05,0,16:10,0.17,0
13/09/2022,09:15,-0.04,0,0.06,0,16:55,0.18,0
14/09/2022,11:40,0.03,0,0.07,0,17:15,0.12,0
15/09/2022,09:20,-0.02,0,0.05,0,03:55,0.10,0
16/09/2022,09:30,-0.06,0,0.03,0,15:55,0.13,0
17/09/2022,09:55,-0.10,0,-0.03,0,19:05,0.03,0
18/09/2022,09:20,-0.10,0,-0.04,0,18:15,0.06,0
19/09/2022,09:20,-0.10,0,-0.03,0,18:05,0.07,0
20/09/2022,11:15,-0.10,0,-0.03,0,17:55,0.08,0
21/09/2022,11:10,-0.07,0,-0.04,0,00:25,0.00,0
22/09/2022,10:40,-0.13,0,-0.05,0,18:25,0.05,0
23/09/2022,10:50,-0.11,0,-0.02,0,17:50,0.09,0
24/09/2022,14:45,-0.09,0,-0.05,0,00:10,0.00,0
25/09/2022,17:45,-0.35,0,-0.15,0,00:10,-0.06,0
26/09/2022,10:00,-0.40,0,-0.19,0,15:45,-0.10,0
27/09/2022,10:00,-0.31,0,-0.16,0,21:55,-0.06,0
28/09/2022,10:30,-0.13,0,-0.08,0,21:35,-0.03,0
29/09/2022,11:55,-0.11,0,-0.07,0,00:05,-0.04,0
30/09/2022,09:35,-0.11,0,-0.09,0,00:05,-0.08,0
01/10/2022,11:05,-0.13,0,-0.09,0,23:59,0.07,0
02/10/2022,13:20,-0.07,0,0.02,0,00:50,0.09,0
03/10/2022,09:45,-0.11,0,-0.05,0,00:30,0.00,0
04/10/2022,09:20,-0.11,0,-0.07,0,21:15,-0.03,0
05/10/2022,11:05,-0.12,0,-0.06,0,20:05,-0.01,0
06/10/2022,09:25,-0.12,0,-0.05,0,18:35,0.00,0
07/10/2022,09:35,-0.10,0,-0.06,0,21:35,-0.02,0
08/10/2022,09:55,-0.10,0,-0.05,0,20:50,0.09,0
09/10/2022,01:20,0.01,0,0.09,0,23:50,0.20,0
