data,oraminimo(UTC),minimo(m),classeminimo,media(m),classemedia,oramassimo(UTC),massimo(m),classe_massimo
23/06/2020,08:40,0.69,0,0.77,0,20:55,0.84,0
24/06/2020,08:25,0.73,0,0.80,0,21:55,0.87,0
25/06/2020,09:30,0.74,0,0.79,0,00:20,0.86,0
26/06/2020,12:40,0.71,0,0.77,0,18:25,0.86,0
27/06/2020,11:35,0.66,0,0.77,0,17:05,0.84,0
28/06/2020,09:00,0.67,0,0.72,0,00:40,0.79,0
29/06/2020,08:30,0.67,0,0.74,0,20:20,0.82,0
30/06/2020,09:00,0.67,0,0.73,0,00:10,0.79,0
01/07/2020,08:55,0.66,0,0.74,0,22:20,0.92,0
02/07/2020,12:30,0.69,0,0.77,0,00:25,0.86,0
03/07/2020,09:20,0.65,0,0.70,0,00:10,0.77,0
04/07/2020,12:20,0.60,0,0.67,0,00:20,0.73,0
05/07/2020,08:50,0.58,0,0.67,0,19:40,0.76,0
06/07/2020,09:50,0.61,0,0.68,0,18:15,0.74,0
07/07/2020,09:40,0.58,0,0.64,0,00:20,0.70,0
08/07/2020,09:15,0.56,0,0.62,0,18:50,0.72,0
09/07/2020,08:50,0.56,0,0.62,0,20:25,0.70,0
10/07/2020,09:20,0.56,0,0.65,0,18:30,0.79,0
11/07/2020,10:20,0.60,0,0.67,0,00:05,0.74,0
12/07/2020,09:40,0.54,0,0.59,0,00:10,0.66,0
13/07/2020,11:25,0.51,0,0.56,0,23:59,0.63,0
14/07/2020,16:05,0.50,0,0.56,0,01:00,0.67,0
15/07/2020,23:59,0.47,0,0.52,0,00:05,0.57,0
16/07/2020,08:35,0.44,0,0.48,0,00:40,0.52,0
17/07/2020,09:25,0.41,0,0.47,0,22:25,0.55,0
18/07/2020,09:55,0.44,0,0.50,0,21:35,0.56,0
19/07/2020,11:35,0.44,0,0.50,0,19:35,0.55,0
20/07/2020,09:25,0.43,0,0.50,0,20:10,0.55,0
21/07/2020,04:45,0.44,0,0.51,0,20:15,0.57,0
22/07/2020,13:15,0.45,0,0.52,0,18:50,0.58,0
23/07/2020,09:15,0.46,0,0.51,0,00:50,0.56,0
24/07/2020,23:40,0.43,0,0.48,0,00:25,0.54,0
25/07/2020,08:20,0.39,0,0.43,0,21:00,0.47,0
26/07/2020,16:35,0.38,0,0.43,0,22:35,0.47,0
27/07/2020,08:55,0.39,0,0.45,0,21:20,0.53,0
28/07/2020,09:35,0.42,0,0.53,0,17:15,0.66,0
29/07/2020,09:10,0.49,0,0.55,0,00:10,0.61,0
30/07/2020,09:40,0.44,0,0.54,0,16:35,0.67,0
31/07/2020,09:30,0.45,0,0.56,0,19:00,0.65,0
01/08/2020,09:20,0.42,0,0.53,0,21:05,0.61,0
02/08/2020,08:50,0.46,0,0.59,0,19:10,0.99,0
03/08/2020,23:20,0.47,0,0.55,0,00:20,0.68,0
04/08/2020,12:35,0.37,0,0.43,0,00:20,0.49,0
05/08/2020,09:40,0.34,0,0.42,0,20:15,0.51,0
06/08/2020,09:30,0.37,0,0.45,0,18:40,0.53,0
07/08/2020,09:30,0.38,0,0.46,0,17:30,0.54,0
08/08/2020,07:40,0.37,0,0.47,0,20:05,0.55,0
09/08/2020,08:50,0.40,0,0.48,0,20:20,0.54,0
10/08/2020,09:45,0.39,0,0.50,0,15:35,0.63,0
11/08/2020,09:30,0.38,0,0.47,0,17:20,0.53,0
12/08/2020,08:55,0.38,0,0.51,0,19:00,0.74,0
13/08/2020,10:45,0.46,0,0.55,0,21:05,0.88,0
14/08/2020,10:35,0.48,0,0.55,0,00:05,0.69,0
15/08/2020,09:15,0.40,0,0.48,0,00:15,0.54,0
16/08/2020,12:15,0.40,0,0.46,0,23:25,0.62,0
17/08/2020,10:00,0.41,0,0.46,0,00:30,0.59,0
18/08/2020,10:00,0.37,0,0.41,0,00:05,0.45,0
19/08/2020,08:50,0.31,0,0.40,0,17:30,0.47,0
20/08/2020,08:35,0.36,0,0.43,0,15:55,0.49,0
21/08/2020,10:00,0.38,0,0.45,0,20:50,0.53,0
22/08/2020,08:30,0.39,0,0.45,0,20:05,0.52,0
23/08/2020,12:40,0.35,0,0.39,0,00:25,0.46,0
24/08/2020,08:35,0.31,0,0.35,0,18:55,0.40,0
25/08/2020,08:40,0.29,0,0.34,0,21:20,0.38,0
26/08/2020,09:25,0.28,0,0.37,0,17:45,0.47,0
27/08/2020,08:45,0.30,0,0.38,0,16:40,0.46,0
28/08/2020,09:10,0.32,0,0.37,0,19:30,0.45,0
29/08/2020,07:35,0.36,0,0.45,0,18:25,0.64,0
30/08/2020,00:30,0.43,0,0.63,0,10:50,0.89,0
31/08/2020,22:35,0.39,0,0.46,0,00:25,0.56,0
01/09/2020,09:15,0.31,0,0.38,0,20:55,0.42,0
02/09/2020,12:55,0.33,0,0.36,0,00:15,0.41,0
03/09/2020,09:40,0.30,0,0.34,0,15:00,0.37,0
04/09/2020,09:20,0.29,0,0.36,0,18:45,0.45,0
05/09/2020,09:10,0.32,0,0.39,0,16:10,0.44,0
06/09/2020,08:35,0.32,0,0.36,0,00:05,0.40,0
07/09/2020,11:55,0.30,0,0.34,0,00:05,0.37,0
08/09/2020,09:25,0.27,0,0.35,0,19:10,0.43,0
09/09/2020,08:45,0.29,0,0.35,0,18:00,0.43,0
10/09/2020,08:50,0.29,0,0.35,0,20:10,0.44,0
11/09/2020,09:00,0.29,0,0.34,0,19:20,0.39,0
12/09/2020,09:25,0.27,0,0.34,0,14:30,0.38,0
13/09/2020,09:15,0.27,0,0.35,0,18:00,0.41,0
14/09/2020,11:45,0.29,0,0.35,0,18:55,0.42,0
15/09/2020,09:45,0.26,0,0.34,0,17:25,0.43,0
16/09/2020,10:45,0.27,0,0.34,0,17:05,0.43,0
17/09/2020,09:55,0.25,0,0.32,0,16:15,0.41,0
18/09/2020,09:15,0.25,0,0.32,0,15:45,0.39,0
19/09/2020,12:25,0.25,0,0.30,0,00:10,0.34,0
20/09/2020,09:05,0.25,0,0.32,0,16:45,0.48,0
21/09/2020,11:10,0.26,0,0.28,0,00:05,0.33,0
22/09/2020,14:50,0.27,0,0.32,0,19:00,0.41,0
23/09/2020,09:05,0.28,0,0.35,0,21:10,0.47,0
24/09/2020,14:15,0.28,0,0.33,0,22:05,0.40,0
25/09/2020,23:25,0.25,0,0.31,0,00:05,0.39,0
26/09/2020,11:10,0.19,0,0.24,0,08:20,0.28,0
27/09/2020,09:10,0.19,0,0.23,0,00:35,0.25,0
28/09/2020,09:15,0.18,0,0.22,0,18:50,0.26,0
29/09/2020,11:45,0.18,0,0.22,0,08:20,0.25,0
30/09/2020,09:40,0.17,0,0.22,0,18:20,0.25,0
01/10/2020,09:20,0.19,0,0.23,0,17:00,0.25,0
02/10/2020,00:05,0.23,0,1.09,0,23:55,3.64,0
03/10/2020,23:30,1.54,*,2.54,*,03:50,5.22,*
04/10/2020,23:05,1.18,0,1.34,0,00:55,1.64,0
05/10/2020,21:50,0.96,0,1.08,0,01:00,1.22,0
06/10/2020,14:30,0.86,0,0.92,0,01:10,0.99,0
07/10/2020,21:10,0.79,0,0.85,0,01:20,0.93,0
08/10/2020,09:50,0.70,0,0.77,0,00:30,0.82,0
09/10/2020,16:35,0.68,0,0.72,0,00:30,0.77,0
10/10/2020,10:45,0.63,0,0.68,0,00:30,0.72,0
11/10/2020,09:10,0.58,0,0.63,0,00:20,0.67,0
12/10/2020,10:30,0.49,0,0.58,0,00:30,0.62,0
13/10/2020,11:20,0.49,0,0.55,0,02:50,0.58,0
14/10/2020,10:15,0.50,0,0.53,0,00:05,0.56,0
15/10/2020,03:10,0.50,0,0.52,0,15:00,0.55,0
16/10/2020,10:15,0.46,0,0.50,0,00:05,0.53,0
17/10/2020,09:55,0.42,0,0.48,0,00:45,0.51,0
18/10/2020,10:45,0.43,0,0.47,0,00:15,0.49,0
19/10/2020,19:35,0.42,0,0.45,0,02:25,0.48,0
20/10/2020,05:00,0.42,0,0.44,0,00:25,0.46,0
21/10/2020,08:55,0.39,0,0.43,0,02:25,0.45,0
22/10/2020,18:20,0.39,0,0.42,0,07:50,0.45,0
23/10/2020,00:05,0.42,0,0.48,0,23:40,0.56,0
24/10/2020,10:45,0.42,0,0.50,0,01:55,0.58,0
25/10/2020,09:50,0.42,0,0.46,0,00:05,0.49,0
26/10/2020,00:50,0.44,0,0.56,0,23:25,0.65,0
27/10/2020,11:15,0.50,0,0.56,0,00:10,0.65,0
28/10/2020,11:10,0.43,0,0.50,0,00:30,0.55,0
29/10/2020,12:35,0.42,0,0.48,0,01:25,0.52,0
30/10/2020,09:40,0.44,0,0.47,0,07:45,0.50,0
31/10/2020,12:50,0.38,0,0.45,0,00:05,0.48,0
01/11/2020,12:50,0.39,0,0.44,0,01:30,0.47,0
02/11/2020,09:35,0.37,0,0.43,0,21:30,0.47,0
03/11/2020,12:40,0.42,0,0.45,0,00:35,0.47,0
04/11/2020,09:50,0.42,0,0.44,0,00:05,0.46,0
05/11/2020,09:50,0.38,0,0.44,0,01:30,0.47,0
06/11/2020,11:15,0.40,0,0.43,0,00:25,0.45,0
07/11/2020,10:50,0.35,0,0.41,0,07:10,0.44,0
08/11/2020,09:40,0.33,0,0.40,0,01:50,0.43,0
09/11/2020,10:20,0.33,0,0.39,0,02:15,0.42,0
10/11/2020,10:00,0.33,0,0.38,0,00:00,0.40,0
11/11/2020,10:10,0.32,0,0.38,0,00:20,0.40,0
12/11/2020,11:30,0.33,0,0.37,0,03:30,0.40,0
13/11/2020,11:50,0.30,0,0.36,0,00:40,0.38,0
14/11/2020,10:20,0.29,0,0.36,0,01:45,0.38,0
15/11/2020,09:40,0.31,0,0.35,0,23:30,0.38,0
16/11/2020,11:55,0.28,0,0.35,0,07:10,0.38,0
17/11/2020,12:00,0.25,0,0.33,0,08:35,0.37,0
18/11/2020,11:35,0.24,0,0.33,0,08:40,0.37,0
19/11/2020,10:55,0.25,0,0.33,0,03:05,0.36,0
20/11/2020,11:10,0.25,0,0.32,0,08:20,0.36,0
21/11/2020,09:30,0.26,0,0.31,0,00:10,0.33,0
22/11/2020,10:35,0.24,0,0.30,0,00:35,0.33,0
23/11/2020,12:00,0.22,0,0.30,0,08:30,0.34,0
24/11/2020,11:45,0.23,0,0.30,0,05:00,0.33,0
25/11/2020,12:00,0.22,0,0.30,0,01:40,0.32,0
26/11/2020,11:55,0.20,0,0.29,0,00:40,0.32,0
27/11/2020,11:55,0.20,0,0.29,0,21:55,0.32,0
28/11/2020,12:00,0.21,0,0.28,0,00:40,0.31,0
29/11/2020,11:55,0.21,0,0.28,0,00:25,0.30,0
30/11/2020,11:55,0.21,0,0.28,0,00:15,0.30,0
01/12/2020,11:50,0.25,0,0.28,0,00:20,0.29,0
02/12/2020,08:50,0.25,0,0.28,0,10:45,0.30,0
03/12/2020,11:35,0.17,0,0.27,0,00:30,0.29,0
04/12/2020,07:05,0.26,0,0.28,0,12:15,0.30,0
05/12/2020,10:40,0.26,0,0.28,0,19:00,0.30,0
06/12/2020,17:00,0.26,0,0.28,0,00:05,0.30,0
07/12/2020,00:30,0.27,0,0.29,0,05:30,0.30,0
08/12/2020,00:50,0.27,0,0.28,0,00:10,0.29,0
09/12/2020,05:25,0.26,0,0.28,0,05:30,0.30,0
10/12/2020,12:15,0.25,0,0.27,0,00:20,0.29,0
11/12/2020,01:25,0.25,0,0.27,0,09:20,0.29,0
12/12/2020,11:45,0.20,0,0.26,0,23:10,0.29,0
13/12/2020,11:55,0.20,0,0.26,0,08:50,0.29,0
14/12/2020,12:00,0.23,0,0.26,0,23:00,0.29,0
15/12/2020,02:40,0.25,0,0.27,0,00:55,0.29,0
16/12/2020,11:25,0.25,0,0.28,0,10:35,0.30,0
17/12/2020,11:45,0.20,0,0.27,0,18:35,0.30,0
18/12/2020,11:25,0.21,0,0.27,0,08:50,0.30,0
19/12/2020,10:40,0.23,0,0.28,0,00:20,0.29,0
20/12/2020,05:10,0.26,0,0.28,0,01:15,0.29,0
21/12/2020,01:00,0.26,0,0.28,0,23:35,0.30,0
22/12/2020,10:00,0.25,0,0.28,0,05:10,0.30,0
23/12/2020,01:50,0.26,0,0.29,0,02:10,0.30,0
24/12/2020,22:15,0.26,0,0.29,0,14:05,0.31,0
25/12/2020,18:35,0.25,0,0.28,0,01:45,0.30,0
26/12/2020,11:50,0.16,0,0.25,0,00:45,0.28,0
27/12/2020,03:20,0.23,0,0.25,0,00:05,0.26,0
28/12/2020,08:55,0.23,0,0.24,0,01:20,0.26,0
29/12/2020,01:20,0.22,0,0.24,0,08:45,0.26,0
30/12/2020,11:50,0.16,0,0.23,0,19:35,0.26,0
31/12/2020,11:50,0.14,0,0.23,0,17:20,0.25,0
01/01/2021,04:55,0.22,0,0.24,0,00:05,0.25,0
02/01/2021,00:05,0.23,0,0.25,0,12:10,0.27,0
03/01/2021,20:45,0.22,0,0.25,0,08:20,0.27,0
04/01/2021,00:05,0.24,0,0.25,0,12:55,0.27,0
05/01/2021,06:30,0.22,0,0.24,0,00:25,0.26,0
06/01/2021,11:00,0.20,0,0.23,0,01:00,0.25,0
07/01/2021,12:00,0.16,0,0.22,0,03:05,0.24,0
08/01/2021,11:20,0.16,0,0.21,0,00:35,0.23,0
09/01/2021,03:55,0.20,0,0.22,0,01:20,0.24,0
10/01/2021,12:10,0.13,0,0.21,0,09:00,0.24,0
11/01/2021,11:55,0.13,0,0.21,0,00:20,0.23,0
12/01/2021,11:35,0.14,0,0.22,0,22:45,0.26,0
13/01/2021,11:40,0.14,0,0.23,0,00:05,0.27,0
14/01/2021,11:50,0.16,0,0.24,0,19:00,0.29,0
15/01/2021,16:20,0.22,0,0.25,0,00:05,0.27,0
16/01/2021,12:10,0.13,0,0.22,0,00:05,0.24,0
17/01/2021,11:40,0.13,0,0.22,0,01:05,0.25,0
18/01/2021,12:15,0.14,0,0.22,0,21:35,0.25,0
19/01/2021,10:30,0.16,0,0.22,0,00:30,0.24,0
20/01/2021,01:35,0.21,0,0.23,0,04:10,0.24,0
21/01/2021,05:15,0.22,0,0.23,0,07:20,0.25,0
22/01/2021,07:30,0.22,0,0.24,0,00:15,0.25,0
23/01/2021,12:10,0.13,0,0.23,0,00:15,0.25,0
24/01/2021,12:10,0.16,0,0.22,0,07:05,0.25,0
25/01/2021,11:40,0.13,0,0.21,0,03:00,0.25,0
26/01/2021,11:45,0.10,0,0.20,0,08:50,0.24,0
27/01/2021,14:25,0.16,0,0.21,0,10:05,0.31,0
28/01/2021,11:15,0.15,0,0.19,0,19:10,0.23,0
29/01/2021,11:25,0.18,0,0.22,0,13:15,0.26,0
30/01/2021,10:20,0.14,0,0.20,0,00:50,0.24,0
31/01/2021,12:40,0.09,0,0.19,0,19:50,0.23,0
01/02/2021,11:05,0.16,0,0.21,0,00:05,0.22,0
02/02/2021,12:30,0.13,0,0.19,0,08:45,0.22,0
03/02/2021,16:45,0.14,0,0.19,0,00:15,0.22,0
04/02/2021,12:15,-0.05,0,,0,10:45,2.82,0
05/02/2021,13:00,0.06,0,,0,07:50,3.87,0
06/02/2021,12:40,0.16,0,,0,12:05,0.84,0
07/02/2021,02:55,0.27,0,,0,20:20,0.77,0
08/02/2021,10:35,0.21,0,,0,07:15,2.69,0
09/02/2021,11:25,0.09,0,,0,07:30,0.36,0
10/02/2021,15:30,0.01,0,,0,00:55,0.14,0
11/02/2021,10:40,-0.01,0,,0,08:50,0.11,0
12/02/2021,18:00,0.05,0,,0,00:10,0.09,0
13/02/2021,20:40,0.02,0,,0,00:05,0.08,0
14/02/2021,11:30,-0.05,0,,0,20:10,0.06,0
15/02/2021,10:25,-0.03,0,,0,18:25,0.07,0
16/02/2021,10:05,-0.01,0,,0,21:40,0.08,0
17/02/2021,12:05,-0.04,0,,0,19:35,0.10,0
18/02/2021,12:00,0.04,0,,0,00:10,0.09,0
19/02/2021,12:10,0.02,0,,0,00:10,0.08,0
20/02/2021,12:20,0.02,0,,0,09:25,0.09,0
21/02/2021,10:35,0.01,0,,0,07:45,0.11,0
22/02/2021,09:50,0.05,0,,0,00:25,0.10,0
23/02/2021,11:15,0.01,0,,0,19:15,0.14,0
24/02/2021,11:25,0.03,0,,0,22:05,0.21,0
25/02/2021,10:40,0.07,0,,0,20:00,0.22,0
26/02/2021,11:00,0.10,0,,0,22:30,0.23,0
27/02/2021,13:45,0.14,0,,0,01:40,0.23,0
28/02/2021,12:40,0.13,0,,0,00:10,0.22,0
01/03/2021,10:20,0.10,0,,0,01:00,0.21,0
02/03/2021,10:05,0.10,0,,0,00:05,0.20,0
03/03/2021,03:40,0.14,0,,0,01:20,0.19,0
04/03/2021,11:30,0.12,0,,0,05:20,0.17,0
05/03/2021,10:40,0.09,0,,0,19:45,0.18,0
06/03/2021,10:55,0.13,0,,0,00:50,0.17,0
07/03/2021,10:35,0.07,0,,0,01:25,0.15,0
08/03/2021,09:45,0.08,0,,0,18:30,0.15,0
09/03/2021,10:50,0.08,0,,0,01:05,0.14,0
10/03/2021,09:45,0.05,0,,0,21:55,0.14,0
11/03/2021,09:30,0.07,0,,0,00:25,0.13,0
12/03/2021,12:50,0.06,0,,0,01:15,0.14,0
13/03/2021,09:50,0.06,0,,0,15:50,0.13,0
14/03/2021,09:30,0.05,0,,0,06:45,0.14,0
15/03/2021,13:40,0.06,0,,0,07:10,0.13,0
16/03/2021,11:00,0.02,0,,0,08:05,0.12,0
17/03/2021,10:00,0.03,0,,0,08:10,0.10,0
18/03/2021,11:15,0.00,0,,0,00:50,0.08,0
19/03/2021,09:55,0.03,0,,0,01:40,0.08,0
20/03/2021,10:55,-0.02,0,,0,06:15,0.07,0
21/03/2021,09:00,0.00,0,,0,14:55,0.08,0
22/03/2021,09:25,0.01,0,,0,15:45,0.09,0
23/03/2021,11:00,-0.01,0,,0,16:15,0.08,0
24/03/2021,09:30,0.02,0,,0,20:45,0.10,0
25/03/2021,09:45,0.05,0,,0,23:20,0.12,0
26/03/2021,09:10,0.07,0,,0,07:45,0.13,0
27/03/2021,09:30,0.09,0,,0,20:30,0.14,0
28/03/2021,10:20,0.08,0,,0,21:55,0.16,0
29/03/2021,09:20,0.09,0,,0,22:35,0.22,0
30/03/2021,09:25,0.12,0,,0,22:50,0.30,0
31/03/2021,09:00,0.19,0,,0,21:20,0.35,0
02/04/2021,15:00,0.22,0,,0,22:00,0.36,0
03/04/2021,12:15,0.24,0,,0,00:10,0.35,0
04/04/2021,10:30,0.19,0,,0,00:05,0.30,0
05/04/2021,09:15,0.18,0,,0,00:25,0.27,0
06/04/2021,12:20,0.13,0,,0,07:15,0.26,0
07/04/2021,11:35,0.09,0,,0,00:50,0.19,0
08/04/2021,09:40,0.07,0,,0,00:40,0.15,0
09/04/2021,09:05,0.09,0,,0,16:05,0.15,0
10/04/2021,14:00,0.10,0,,0,03:00,0.14,0
11/04/2021,07:40,0.09,0,,0,17:15,0.14,0
12/04/2021,11:10,0.09,0,,0,00:45,0.14,0
13/04/2021,09:10,0.04,0,,0,00:35,0.12,0
14/04/2021,08:45,0.03,0,,0,18:55,0.11,0
15/04/2021,11:20,0.04,0,,0,04:30,0.12,0
16/04/2021,09:25,0.05,0,,0,01:05,0.10,0
17/04/2021,10:10,0.01,0,,0,19:50,0.11,0
18/04/2021,10:05,0.05,0,,0,16:40,0.11,0
19/04/2021,11:55,0.05,0,,0,07:50,0.12,0
20/04/2021,10:30,0.05,0,,0,07:05,0.12,0
21/04/2021,20:20,0.08,0,,0,00:25,0.12,0
22/04/2021,09:05,0.05,0,,0,21:50,0.14,0
23/04/2021,09:40,0.07,0,,0,21:05,0.19,0
24/04/2021,09:55,0.11,0,,0,21:40,0.22,0
25/04/2021,10:25,0.16,0,,0,22:05,0.27,0
26/04/2021,18:25,0.21,0,,0,00:30,0.28,0
27/04/2021,11:40,0.17,0,,0,00:35,0.24,0
28/04/2021,08:45,0.19,0,,0,19:35,0.25,0
29/04/2021,09:05,0.21,0,,0,21:05,0.30,0
30/04/2021,16:05,0.23,0,,0,00:15,0.29,0
01/05/2021,01:00,0.22,0,,0,18:50,0.41,0
02/05/2021,10:20,0.28,0,,0,00:35,0.39,0
03/05/2021,18:35,0.24,0,,0,00:25,0.31,0
04/05/2021,11:00,0.22,0,,0,03:50,0.29,0
05/05/2021,14:15,0.20,0,,0,23:35,0.28,0
06/05/2021,00:50,0.22,0,,0,00:20,0.27,0
07/05/2021,10:55,0.19,0,,0,07:25,0.27,0
08/05/2021,09:05,0.21,0,,0,00:10,0.27,0
09/05/2021,08:45,0.22,0,,0,23:59,0.29,0
10/05/2021,00:40,0.26,0,,0,21:50,1.62,0
11/05/2021,23:35,1.00,0,,0,10:35,1.63,0
12/05/2021,21:10,0.65,0,,0,00:10,1.06,0
13/05/2021,23:45,0.49,0,,0,00:45,0.66,0
14/05/2021,23:55,0.41,0,,0,00:20,0.51,0
15/05/2021,11:05,0.36,0,,0,00:10,0.43,0
16/05/2021,10:30,0.32,0,,0,21:40,0.40,0
17/05/2021,12:20,0.31,0,,0,07:15,0.40,0
18/05/2021,08:15,0.28,0,0.32,0,00:10,0.36,0
19/05/2021,16:25,0.24,0,0.28,0,01:10,0.32,0
20/05/2021,11:10,0.20,0,0.25,0,07:50,0.30,0
21/05/2021,10:45,0.22,0,0.25,0,04:40,0.29,0
22/05/2021,00:10,0.26,0,0.31,0,05:05,0.35,0
23/05/2021,11:30,0.24,0,0.30,0,02:40,0.36,0
24/05/2021,15:45,0.28,0,0.32,0,17:05,0.35,0
25/05/2021,10:40,0.22,0,0.26,0,01:10,0.31,0
26/05/2021,10:15,0.20,0,0.25,0,23:10,0.30,0
27/05/2021,17:50,0.24,0,0.27,0,22:40,0.35,0
28/05/2021,09:30,0.27,0,0.32,0,22:55,0.39,0
29/05/2021,14:25,0.30,0,0.35,0,00:50,0.39,0
30/05/2021,10:40,0.30,0,0.37,0,23:59,0.49,0
31/05/2021,10:50,0.42,0,0.48,0,01:20,0.54,0
01/06/2021,08:45,0.38,0,0.45,0,23:59,0.54,0
02/06/2021,23:40,0.43,0,0.49,0,02:00,0.56,0
03/06/2021,14:40,0.36,0,0.42,0,00:05,0.46,0
04/06/2021,07:35,0.39,0,0.44,0,21:10,0.54,0
05/06/2021,00:05,0.50,0,0.58,0,22:05,0.69,0
06/06/2021,12:15,0.48,0,0.56,0,00:25,0.66,0
07/06/2021,08:05,0.53,0,0.62,0,20:45,0.80,0
08/06/2021,13:15,0.53,0,0.63,0,00:05,0.76,0
09/06/2021,11:25,0.51,0,0.59,0,00:10,0.69,0
10/06/2021,12:30,0.52,0,0.59,0,00:10,0.65,0
11/06/2021,13:40,0.51,0,0.59,0,19:35,0.64,0
12/06/2021,09:00,0.49,0,0.58,0,21:35,0.67,0
13/06/2021,10:05,0.49,0,0.62,0,20:05,0.74,0
14/06/2021,09:35,0.51,0,0.64,0,19:45,0.75,0
15/06/2021,11:25,0.54,0,0.66,0,18:15,0.75,0
16/06/2021,10:00,0.55,0,0.61,0,00:20,0.69,0
17/06/2021,09:35,0.52,0,0.58,0,17:55,0.64,0
18/06/2021,08:40,0.46,0,0.53,0,00:45,0.59,0
19/06/2021,09:50,0.44,0,0.52,0,21:25,0.60,0
20/06/2021,09:00,0.47,0,0.60,0,20:40,0.89,0
21/06/2021,23:35,0.53,0,0.62,0,00:05,0.82,0
22/06/2021,11:20,0.42,0,0.49,0,21:35,0.58,0
23/06/2021,13:20,0.40,0,0.54,0,19:05,0.78,0
24/06/2021,10:35,0.48,0,0.56,0,00:30,0.67,0
25/06/2021,09:25,0.42,0,0.47,0,00:05,0.55,0
26/06/2021,17:30,0.35,0,0.39,0,00:05,0.44,0
27/06/2021,16:15,0.32,0,0.36,0,23:30,0.45,0
28/06/2021,11:10,0.34,0,0.40,0,23:35,0.49,0
29/06/2021,14:00,0.41,0,0.49,0,04:40,0.58,0
30/06/2021,12:30,0.34,0,0.40,0,00:15,0.46,0
01/07/2021,08:40,0.30,0,0.34,0,01:00,0.39,0
02/07/2021,09:35,0.24,0,0.32,0,21:35,0.37,0
03/07/2021,09:35,0.27,0,0.32,0,22:10,0.39,0
04/07/2021,12:55,0.28,0,0.32,0,02:40,0.39,0
05/07/2021,08:55,0.22,0,0.28,0,21:45,0.33,0
06/07/2021,08:40,0.23,0,0.28,0,21:55,0.34,0
07/07/2021,01:05,0.30,0,0.36,0,23:00,0.49,0
08/07/2021,13:05,0.34,0,0.49,0,18:55,0.80,0
09/07/2021,21:35,0.39,0,0.47,0,00:05,0.64,0
10/07/2021,09:25,0.31,0,0.35,0,23:50,0.42,0
11/07/2021,10:55,0.31,0,0.36,0,00:05,0.42,0
12/07/2021,11:25,0.28,0,0.32,0,22:30,0.37,0
13/07/2021,00:05,0.34,0,0.80,0,07:50,1.15,0
14/07/2021,22:00,0.54,0,0.65,0,00:20,0.85,0
15/07/2021,15:45,0.46,0,0.52,0,00:05,0.59,0
16/07/2021,10:55,0.42,0,0.46,0,00:05,0.50,0
17/07/2021,12:45,0.34,0,0.42,0,20:40,0.48,0
18/07/2021,09:30,0.32,0,0.41,0,17:55,0.48,0
19/07/2021,08:50,0.33,0,0.41,0,21:05,0.48,0
20/07/2021,09:50,0.33,0,0.38,0,00:15,0.44,0
21/07/2021,09:35,0.31,0,0.37,0,23:40,0.49,0
22/07/2021,10:05,0.35,0,0.41,0,00:25,0.58,0
23/07/2021,09:15,0.30,0,0.35,0,20:30,0.40,0
24/07/2021,23:20,0.29,0,0.33,0,00:05,0.37,0
25/07/2021,09:30,0.23,0,0.29,0,00:45,0.33,0
26/07/2021,11:15,0.24,0,0.29,0,00:55,0.37,0
27/07/2021,09:50,0.23,0,0.27,0,23:00,0.37,0
28/07/2021,07:05,0.26,0,0.30,0,00:05,0.34,0
29/07/2021,10:45,0.21,0,0.27,0,20:45,0.32,0
30/07/2021,09:40,0.24,0,0.29,0,22:20,0.37,0
31/07/2021,10:05,0.23,0,0.33,0,22:10,0.59,0
01/08/2021,13:50,0.31,0,0.39,0,00:05,0.52,0
02/08/2021,19:00,0.22,0,0.26,0,00:50,0.35,0
03/08/2021,22:55,0.17,0,0.21,0,01:00,0.24,0
04/08/2021,10:10,0.18,0,0.23,0,23:40,0.39,0
05/08/2021,09:15,0.19,0,0.25,0,00:10,0.37,0
06/08/2021,09:10,0.14,0,0.21,0,16:30,0.26,0
07/08/2021,12:00,0.17,0,0.23,0,20:05,0.40,0
08/08/2021,09:05,0.21,0,0.25,0,00:05,0.31,0
09/08/2021,09:30,0.16,0,0.21,0,00:45,0.24,0
10/08/2021,09:05,0.14,0,0.20,0,19:30,0.25,0
11/08/2021,10:00,0.13,0,0.22,0,17:35,0.29,0
12/08/2021,09:20,0.15,0,0.25,0,20:55,0.33,0
13/08/2021,10:25,0.20,0,0.29,0,19:50,0.35,0
14/08/2021,09:35,0.18,0,0.29,0,19:05,0.37,0
15/08/2021,09:15,0.19,0,0.29,0,19:45,0.37,0
16/08/2021,08:50,0.22,0,0.27,0,00:25,0.32,0
17/08/2021,09:00,0.15,0,0.22,0,16:45,0.29,0
18/08/2021,11:25,0.14,0,0.19,0,00:15,0.25,0
19/08/2021,12:00,0.13,0,0.18,0,22:30,0.23,0
20/08/2021,09:10,0.12,0,0.18,0,18:50,0.21,0
21/08/2021,08:45,0.11,0,0.18,0,20:45,0.25,0
22/08/2021,09:35,0.13,0,0.17,0,00:40,0.22,0
23/08/2021,09:05,0.10,0,0.15,0,16:25,0.20,0
24/08/2021,08:35,0.10,0,0.16,0,22:25,0.35,0
25/08/2021,11:35,0.11,0,0.17,0,00:05,0.28,0
26/08/2021,08:55,0.09,0,0.14,0,20:20,0.20,0
27/08/2021,09:45,0.09,0,0.12,0,00:05,0.16,0
29/08/2021,08:55,0.03,0,0.09,0,18:45,0.13,0
